B [mm],L [mm],R1 [mm],Freq [GHz],"dB(S(1,1)) []"
17.0,15.7,6.5,3.90875,-2.05441207836227
17.0,15.7,6.5,3.9235,-2.04210682947525
17.0,15.7,6.5,3.93825,-2.02625089415729
17.0,15.7,6.5,3.953,-2.00724868684513
17.0,15.7,6.5,3.96775,-1.98553167021716
17.0,15.7,6.5,3.9825,-1.96154754776173
17.0,15.7,6.5,3.99725,-1.93575060451898
17.0,15.7,6.5,4.012,-1.90859354288637
17.0,15.7,6.5,4.02675,-1.88052100979802
17.0,15.7,6.5,4.0415,-1.85196487030748
17.0,15.7,6.5,4.05625,-1.8233411565559
17.0,15.7,6.5,4.071,-1.79504850958437
17.0,15.7,6.5,4.08575,-1.76746782704982
17.0,15.7,6.5,4.1005,-1.7409627184637
17.0,15.7,6.5,4.11525,-1.71588022976206
17.0,15.7,6.5,4.13,-1.69255110160626
17.0,15.7,6.5,4.14475,-1.67128853332039
17.0,15.7,6.5,4.1595,-1.65238399323947
17.0,15.7,6.5,4.17425,-1.63609800667958
17.0,15.7,6.5,4.189,-1.62264305688185
17.0,15.7,6.5,4.20375,-1.61215484231905
17.0,15.7,6.5,4.2185,-1.6046474678586
17.0,15.7,6.5,4.23325,-1.59994849130367
17.0,15.7,6.5,4.248,-1.59761264359217
17.0,15.7,6.5,4.26275,-1.59682092617341
17.0,15.7,6.5,4.2775,-1.59628727166821
17.0,15.7,6.5,4.29225,-1.59421797373423
17.0,15.7,6.5,4.307,-1.58839110635756
17.0,15.7,6.5,4.32175,-1.5764215422003
17.0,15.7,6.5,4.3365,-1.55622166988768
17.0,15.7,6.5,4.35125,-1.5265527310411
17.0,15.7,6.5,4.366,-1.48744740626604
17.0,15.7,6.5,4.38075,-1.44028214037317
17.0,15.7,6.5,4.3955,-1.38743804010363
17.0,15.7,6.5,4.41025,-1.33170833405754
17.0,15.7,6.5,4.425,-1.27571546339344
17.0,15.7,6.5,4.43975,-1.22153224078601
17.0,15.7,6.5,4.4545,-1.17055239774895
17.0,15.7,6.5,4.46925,-1.12354532117986
17.0,15.7,6.5,4.484,-1.08079894633915
17.0,15.7,6.5,4.49875,-1.042276768935
17.0,15.7,6.5,4.5135,-1.00775034818197
17.0,15.7,6.5,4.52825,-0.976895711821034
17.0,15.7,6.5,4.543,-0.949356407493178
17.0,15.7,6.5,4.55775,-0.924781008537284
17.0,15.7,6.5,4.5725,-0.902843102546419
17.0,15.7,6.5,4.58725,-0.883250192357791
17.0,15.7,6.5,4.602,-0.865746058076476
17.0,15.7,6.5,4.61675,-0.850109555564251
17.0,15.7,6.5,4.6315,-0.83615168679259
17.0,15.7,6.5,4.64625,-0.823712016066064
17.0,15.7,6.5,4.661,-0.812655024846704
17.0,15.7,6.5,4.67575,-0.802866706547049
17.0,15.7,6.5,4.6905,-0.794251533214501
17.0,15.7,6.5,4.70525,-0.786729831860459
17.0,15.7,6.5,4.72,-0.780235559035334
17.0,15.7,6.5,4.73475,-0.774714439202134
17.0,15.7,6.5,4.7495,-0.770122424024592
17.0,15.7,6.5,4.76425,-0.76642442904275
17.0,15.7,6.5,4.779,-0.763593307413658
17.0,15.7,6.5,4.79375,-0.7616090252274
17.0,15.7,6.5,4.8085,-0.76045800816972
17.0,15.7,6.5,4.82325,-0.760132634383466
17.0,15.7,6.5,4.838,-0.760630853008259
17.0,15.7,6.5,4.85275,-0.761955911961223
17.0,15.7,6.5,4.8675,-0.764116182067593
17.0,15.7,6.5,4.88225,-0.767125067711787
17.0,15.7,6.5,4.897,-0.771000996829177
17.0,15.7,6.5,4.91175,-0.775767485373669
17.0,15.7,6.5,4.9265,-0.781453273450882
17.0,15.7,6.5,4.94125,-0.788092532171302
17.0,15.7,6.5,4.956,-0.795725142016331
17.0,15.7,6.5,4.97075,-0.804397045181769
17.0,15.7,6.5,4.9855,-0.814160676024122
17.0,15.7,6.5,5.00025,-0.825075475438297
17.0,15.7,6.5,5.015,-0.837208496794871
17.0,15.7,6.5,5.02975,-0.850635113016065
17.0,15.7,6.5,5.0445,-0.8654398365314
17.0,15.7,6.5,5.05925,-0.881717266291566
17.0,15.7,6.5,5.074,-0.89957317880658
17.0,15.7,6.5,5.08875,-0.919125783396939
17.0,15.7,6.5,5.1035,-0.94050716560441
17.0,15.7,6.5,5.11825,-0.963864947121948
17.0,15.7,6.5,5.133,-0.989364195812516
17.0,15.7,6.5,5.14775,-1.0171896255685
17.0,15.7,6.5,5.1625,-1.04754813312723
17.0,15.7,6.5,5.17725,-1.08067172776351
17.0,15.7,6.5,5.192,-1.11682092034475
17.0,15.7,6.5,5.20675,-1.15628865095504
17.0,15.7,6.5,5.2215,-1.19940484966083
17.0,15.7,6.5,5.23625,-1.24654174362235
17.0,15.7,6.5,5.251,-1.29812004642765
17.0,15.7,6.5,5.26575,-1.35461619323023
17.0,15.7,6.5,5.2805,-1.41657081927469
17.0,15.7,6.5,5.29525,-1.48459872133762
17.0,15.7,6.5,5.31,-1.55940059363682
17.0,15.7,6.5,5.32475,-1.64177689470319
17.0,15.7,6.5,5.3395,-1.73264428335605
17.0,15.7,6.5,5.35425,-1.83305516540295
17.0,15.7,6.5,5.369,-1.94422102503935
17.0,15.7,6.5,5.38375,-2.06754038593099
17.0,15.7,6.5,5.3985,-2.20463247038535
17.0,15.7,6.5,5.41325,-2.3573779204591
17.0,15.7,6.5,5.428,-2.52796834053855
17.0,15.7,6.5,5.44275,-2.71896695797575
17.0,15.7,6.5,5.4575,-2.93338343724742
17.0,15.7,6.5,5.47225,-3.17476691380757
17.0,15.7,6.5,5.487,-3.44732277191068
17.0,15.7,6.5,5.50175,-3.75606078374494
17.0,15.7,6.5,5.5165,-4.10698527946085
17.0,15.7,6.5,5.53125,-4.50734254836028
17.0,15.7,6.5,5.546,-4.96594753519371
17.0,15.7,6.5,5.56075,-5.49362253118938
17.0,15.7,6.5,5.5755,-6.10379740233185
17.0,15.7,6.5,5.59025,-6.81334790256707
17.0,15.7,6.5,5.605,-7.6437911699171
17.0,15.7,6.5,5.61975,-8.62301768831791
17.0,15.7,6.5,5.6345,-9.78778698362977
17.0,15.7,6.5,5.64925,-11.1870428960163
17.0,15.7,6.5,5.664,-12.8845915989096
17.0,15.7,6.5,5.67875,-14.9508795225938
17.0,15.7,6.5,5.6935,-17.3863642555933
17.0,15.7,6.5,5.70825,-19.7284064979258
17.0,15.7,6.5,5.723,-20.354512804572
17.0,15.7,6.5,5.73775,-18.6217128938918
17.0,15.7,6.5,5.7525,-16.2475446648135
17.0,15.7,6.5,5.76725,-14.1401235539568
17.0,15.7,6.5,5.782,-12.4068522141645
17.0,15.7,6.5,5.79675,-10.9866284916484
17.0,15.7,6.5,5.8115,-9.80999598134521
17.0,15.7,6.5,5.82625,-8.82259921322882
17.0,15.7,6.5,5.841,-7.98431512361173
17.0,15.7,6.5,5.85575,-7.26551723609951
17.0,15.7,6.5,5.8705,-6.64398411022576
17.0,15.7,6.5,5.88525,-6.10272536155156
17.0,15.7,6.5,5.9,-5.62850281889023
17.0,15.7,6.5,5.91475,-5.21082291073119
17.0,15.7,6.5,5.9295,-4.84124074175387
17.0,15.7,6.5,5.94425,-4.51287068377139
17.0,15.7,6.5,5.959,-4.22003537622483
17.0,15.7,6.5,5.97375,-3.95800895415021
17.0,15.7,6.5,5.9885,-3.72282556491066
17.0,15.7,6.5,6.00325,-3.51113396921481
17.0,15.7,6.5,6.018,-3.32008528885565
17.0,15.7,6.5,6.03275,-3.14724504239853
17.0,15.7,6.5,6.0475,-2.99052329813696
17.0,15.7,6.5,6.06225,-2.84811856971577
17.0,15.7,6.5,6.077,-2.71847229781169
17.0,15.7,6.5,6.09175,-2.60023160030871
17.0,15.7,6.5,6.1065,-2.49221856094851
17.0,15.7,6.5,6.12125,-2.39340474479662
17.0,15.7,6.5,6.136,-2.30288993176997
17.0,15.7,6.5,6.15075,-2.21988428237856
17.0,15.7,6.5,6.1655,-2.14369331643825
17.0,15.7,6.5,6.18025,-2.07370521185137
17.0,15.7,6.5,6.195,-2.00938002764163
17.0,15.7,6.5,6.20975,-1.95024053094521
17.0,15.7,6.5,6.2245,-1.89586436702872
17.0,15.7,6.5,6.23925,-1.84587735852826
17.0,15.7,6.5,6.254,-1.79994775782406
17.0,15.7,6.5,6.26875,-1.75778130688637
17.0,15.7,6.5,6.2835,-1.71911698362634
17.0,15.7,6.5,6.29825,-1.68372333396043
17.0,15.7,6.5,6.313,-1.65139530536732
17.0,15.7,6.5,6.32775,-1.62195151140113
17.0,15.7,6.5,6.3425,-1.59523186798443
17.0,15.7,6.5,6.35725,-1.57109555178821
17.0,15.7,6.5,6.372,-1.54941923897145
17.0,15.7,6.5,6.38675,-1.53009558929295
17.0,15.7,6.5,6.4015,-1.51303194636455
17.0,15.7,6.5,6.41625,-1.49814922979103
17.0,15.7,6.5,6.431,-1.48538099931629
17.0,15.7,6.5,6.44575,-1.47467267502778
17.0,15.7,6.5,6.4605,-1.46598090131569
17.0,15.7,6.5,6.47525,-1.4592730457962
17.0,15.7,6.5,6.49,-1.45452682795818
17.0,15.7,6.5,6.50475,-1.45173007607767
17.0,15.7,6.5,6.5195,-1.45088061520077
17.0,15.7,6.5,6.53425,-1.45198629401767
17.0,15.7,6.5,6.549,-1.45506516460078
17.0,15.7,6.5,6.56375,-1.46014583667666
17.0,15.7,6.5,6.5785,-1.46726803775224
17.0,15.7,6.5,6.59325,-1.47648342217246
17.0,15.7,6.5,6.608,-1.48785668527519
17.0,15.7,6.5,6.62275,-1.50146704972914
17.0,15.7,6.5,6.6375,-1.51741018901497
17.0,15.7,6.5,6.65225,-1.53580060751655
17.0,15.7,6.5,6.667,-1.55677432654449
17.0,15.7,6.5,6.68175,-1.58049121503341
17.0,15.7,6.5,6.6965,-1.60713487819367
17.0,15.7,6.5,6.71125,-1.63690414177639
17.0,15.7,6.5,6.726,-1.66997978517364
17.0,15.7,6.5,6.74075,-1.70642320559687
17.0,15.7,6.5,6.7555,-1.74590065611111
17.0,15.7,6.5,6.77025,-1.78703009050222
17.0,15.7,6.5,6.785,-1.82631133579773
17.0,15.7,6.5,6.79975,-1.85837489173707
17.0,15.7,6.5,6.8145,-1.88220417608099
17.0,15.7,6.5,6.82925,-1.90770385577444
17.0,15.7,6.5,6.844,-1.94538952356956
17.0,15.7,6.5,6.85875,-1.99640144690566
17.0,15.7,6.5,6.8735,-2.0574761488299
17.0,15.7,6.5,6.88825,-2.12595544520625
17.0,15.7,6.5,6.903,-2.20053274868133
17.0,15.7,6.5,6.91775,-2.28076123180202
17.0,15.7,6.5,6.9325,-2.36663279987951
17.0,15.7,6.5,6.94725,-2.45835430193677
17.0,15.7,6.5,6.962,-2.55624199973538
17.0,15.7,6.5,6.97675,-2.66067345093073
17.0,15.7,6.5,6.9915,-2.77206578356433
17.0,15.7,6.5,7.00625,-2.89086598211371
17.0,15.7,6.5,7.021,-3.01754663013495
17.0,15.7,6.5,7.03575,-3.15260408439409
17.0,15.7,6.5,7.0505,-3.29655764507265
17.0,15.7,6.5,7.06525,-3.4499490092862
17.0,15.7,6.5,7.08,-3.61334162480289
17.0,15.7,6.5,7.09475,-3.78731970714027
17.0,15.7,6.5,7.1095,-3.9724867397371
17.0,15.7,6.5,7.12425,-4.16946328535605
17.0,15.7,6.5,7.139,-4.37888391499547
17.0,15.7,6.5,7.15375,-4.60139301429201
17.0,15.7,6.5,7.1685,-4.83763915611922
17.0,15.7,6.5,7.18325,-5.08826762700093
17.0,15.7,6.5,7.198,-5.35391055574989
17.0,15.7,6.5,7.21275,-5.6351739037613
17.0,15.7,6.5,7.2275,-5.93262032260804
17.0,15.7,6.5,7.24225,-6.24674654787169
17.0,15.7,6.5,7.257,-6.57795355851075
17.0,15.7,6.5,7.27175,-6.92650717013882
17.0,15.7,6.5,7.2865,-7.29248603953428
17.0,15.7,6.5,7.30125,-7.67571325356238
17.0,15.7,6.5,7.316,-8.07566683261516
17.0,15.7,6.5,7.33075,-8.49136378406507
17.0,15.7,6.5,7.3455,-8.92121218972247
17.0,15.7,6.5,7.36025,-9.36282694733432
17.0,15.7,6.5,7.375,-9.81280848674849
17.0,15.7,6.5,7.38975,-10.2664920073391
17.0,15.7,6.5,7.4045,-10.7176900790605
17.0,15.7,6.5,7.41925,-11.1584761018366
17.0,15.7,6.5,7.434,-11.5790897847806
17.0,15.7,6.5,7.44875,-11.9680809785198
17.0,15.7,6.5,7.4635,-12.3128246257596
17.0,15.7,6.5,7.47825,-12.6005034696736
17.0,15.7,6.5,7.493,-12.819534082014
17.0,15.7,6.5,7.50775,-12.9612120618842
17.0,15.7,6.5,7.5225,-13.0211568220982
17.0,15.7,6.5,7.53725,-13.0000860834977
17.0,15.7,6.5,7.552,-12.9036366323619
17.0,15.7,6.5,7.56675,-12.7412999945778
17.0,15.7,6.5,7.5815,-12.5248523281668
17.0,15.7,6.5,7.59625,-12.2667551657941
17.0,15.7,6.5,7.611,-11.9788834368343
17.0,15.7,6.5,7.62575,-11.671725397322
17.0,15.7,6.5,7.6405,-11.3540232993213
17.0,15.7,6.5,7.65525,-11.0327362403182
17.0,15.7,6.5,7.67,-10.7131943464555
17.0,15.7,6.5,7.68475,-10.3993401243667
17.0,15.7,6.5,7.6995,-10.0939890213868
17.0,15.7,6.5,7.71425,-9.79907196201446
17.0,15.7,6.5,7.729,-9.51584367078543
17.0,15.7,6.5,7.74375,-9.24505298395936
17.0,15.7,6.5,7.7585,-8.98707765111369
17.0,15.7,6.5,7.77325,-8.74202870549367
17.0,15.7,6.5,7.788,-8.50983003780454
17.0,15.7,6.5,7.80275,-8.29027840013585
17.0,15.7,6.5,7.8175,-8.08308829031001
17.0,15.7,6.5,7.83225,-7.88792532641022
17.0,15.7,6.5,7.847,-7.7044309537166
17.0,15.7,6.5,7.86175,-7.53224068018965
17.0,15.7,6.5,7.8765,-7.37099751722058
17.0,15.7,6.5,7.89125,-7.22036189638127
17.0,15.7,6.5,7.906,-7.08001902119597
17.0,15.7,6.5,7.92075,-6.94968437631162
17.0,15.7,6.5,7.9355,-6.82910793795722
17.0,15.7,6.5,7.95025,-6.71807749528266
17.0,15.7,6.5,7.965,-6.61642139089134
17.0,15.7,6.5,7.97975,-6.52401091181092
17.0,15.7,6.5,7.9945,-6.44076250231269
17.0,15.7,6.5,8.00925,-6.36663992173918
17.0,15.7,6.5,8.024,-6.30165642904561
17.0,15.7,6.5,8.03875,-6.24587703674739
17.0,15.7,6.5,8.0535,-6.19942083604457
17.0,15.7,6.5,8.06825,-6.16246334730184
17.0,15.7,6.5,8.083,-6.13523879013468
17.0,15.7,6.5,8.09775,-6.1180420879592
17.0,15.7,6.5,8.1125,-6.11123031373565
17.0,15.7,6.5,8.12725,-6.11522313453845
17.0,15.7,6.5,8.142,-6.13050160636142
17.0,15.7,6.5,8.15675,-6.15760438612604
17.0,15.7,6.5,8.1715,-6.19712003831356
17.0,15.7,6.5,8.18625,-6.24967358614733
17.0,15.7,6.5,8.201,-6.31590475464241
17.0,15.7,6.5,8.21575,-6.39643443929032
17.0,15.7,6.5,8.2305,-6.49181478901859
17.0,15.7,6.5,8.24525,-6.60245693944908
17.0,15.7,6.5,8.26,-6.7285289989436
17.0,15.7,6.5,8.27475,-6.86981570953479
17.0,15.7,6.5,8.2895,-7.02553099504348
17.0,15.7,6.5,8.30425,-7.19407673214071
17.0,15.7,6.5,8.319,-7.37274785595897
17.0,15.7,6.5,8.33375,-7.55739878422389
17.0,15.7,6.5,8.3485,-7.74211316715036
17.0,15.7,6.5,8.36325,-7.91896051379428
17.0,15.7,6.5,8.378,-8.07797446654599
17.0,15.7,6.5,8.39275,-8.20752749330403
17.0,15.7,6.5,8.4075,-8.29526209628616
17.0,15.7,6.5,8.42225,-8.32961509793644
17.0,15.7,6.5,8.437,-8.30172213752324
17.0,15.7,6.5,8.45175,-8.20720233307768
17.0,15.7,6.5,8.4665,-8.04719616582592
17.0,15.7,6.5,8.48125,-7.82823038790784
17.0,15.7,6.5,8.496,-7.56095196657594
17.0,15.7,6.5,8.51075,-7.25821659720276
17.0,15.7,6.5,8.5255,-6.93316569791838
17.0,15.7,6.5,8.54025,-6.59775883143264
17.0,15.7,6.5,8.555,-6.26193202870232
17.0,15.7,6.5,8.56975,-5.93331509388083
17.0,15.7,6.5,8.5845,-5.61733358929294
17.0,15.7,6.5,8.59925,-5.31751735811417
17.0,15.7,6.5,8.614,-5.03588208255087
17.0,15.7,6.5,8.62875,-4.77330260995646
17.0,15.7,6.5,8.6435,-4.5298380358635
17.0,15.7,6.5,8.65825,-4.30499512492295
17.0,15.7,6.5,8.673,-4.09793126636127
17.0,15.7,6.5,8.68775,-3.907604823408
17.0,15.7,6.5,8.7025,-3.73288279387521
17.0,15.7,6.5,8.71725,-3.57261540870385
17.0,15.7,6.5,8.732,-3.42568600114897
17.0,15.7,6.5,8.74675,-3.29104290661202
17.0,15.7,6.5,8.7615,-3.16771865264879
17.0,15.7,6.5,8.77625,-3.05484041234968
17.0,15.7,6.5,8.791,-2.95163465649897
17.0,15.7,6.5,8.80575,-2.85742813500713
17.0,15.7,6.5,8.8205,-2.77164671114801
17.0,15.7,6.5,8.83525,-2.69381312432133
17.0,15.7,6.5,8.85,-2.6235444326635
17.0,15.7,6.8,2.95,-0.335602260062018
17.0,15.7,6.8,2.96475,-0.342607316440461
17.0,15.7,6.8,2.9795,-0.350095133431056
17.0,15.7,6.8,2.99425,-0.358084406035028
17.0,15.7,6.8,3.009,-0.366595022344842
17.0,15.7,6.8,3.02375,-0.375648122448964
17.0,15.7,6.8,3.0385,-0.385266158046617
17.0,15.7,6.8,3.05325,-0.395472952175267
17.0,15.7,6.8,3.068,-0.406293758293274
17.0,15.7,6.8,3.08275,-0.417755317768234
17.0,15.7,6.8,3.0975,-0.429885914592722
17.0,15.7,6.8,3.11225,-0.442715425877387
17.0,15.7,6.8,3.127,-0.456275366350025
17.0,15.7,6.8,3.14175,-0.470598924710762
17.0,15.7,6.8,3.1565,-0.485720989249798
17.0,15.7,6.8,3.17125,-0.501678159616712
17.0,15.7,6.8,3.186,-0.518508741029699
17.0,15.7,6.8,3.20075,-0.536252716520449
17.0,15.7,6.8,3.2155,-0.554951692016941
17.0,15.7,6.8,3.23025,-0.574648808164248
17.0,15.7,6.8,3.245,-0.595388611767493
17.0,15.7,6.8,3.25975,-0.617216878608855
17.0,15.7,6.8,3.2745,-0.64018037814553
17.0,15.7,6.8,3.28925,-0.664326569248604
17.0,15.7,6.8,3.304,-0.689703214715792
17.0,15.7,6.8,3.31875,-0.716357900820565
17.0,15.7,6.8,3.3335,-0.744337446702743
17.0,15.7,6.8,3.34825,-0.773687187043194
17.0,15.7,6.8,3.363,-0.804450110312542
17.0,15.7,6.8,3.37775,-0.836665834095802
17.0,15.7,6.8,3.3925,-0.870369398775129
17.0,15.7,6.8,3.40725,-0.905589861461943
17.0,15.7,6.8,3.422,-0.942348673830953
17.0,15.7,6.8,3.43675,-0.980657830812591
17.0,15.7,6.8,3.4515,-1.0205177824019
17.0,15.7,6.8,3.46625,-1.061915108649
17.0,15.7,6.8,3.481,-1.10481996874423
17.0,15.7,6.8,3.49575,-1.14918334951947
17.0,15.7,6.8,3.5105,-1.19493415708866
17.0,15.7,6.8,3.52525,-1.24197621799505
17.0,15.7,6.8,3.54,-1.29018528305088
17.0,15.7,6.8,3.55475,-1.33940615749964
17.0,15.7,6.8,3.5695,-1.38945011398495
17.0,15.7,6.8,3.58425,-1.44009277800288
17.0,15.7,6.8,3.599,-1.49107270596465
17.0,15.7,6.8,3.61375,-1.54209089954658
17.0,15.7,6.8,3.6285,-1.59281151150577
17.0,15.7,6.8,3.64325,-1.64286399178082
17.0,15.7,6.8,3.658,-1.69184689261054
17.0,15.7,6.8,3.67275,-1.73933349262791
17.0,15.7,6.8,3.6875,-1.7848793095891
17.0,15.7,6.8,3.70225,-1.8280314502615
17.0,15.7,6.8,3.717,-1.86833959946706
17.0,15.7,6.8,3.73175,-1.90536828932818
17.0,15.7,6.8,3.7465,-1.93870993073548
17.0,15.7,6.8,3.76125,-1.96799795228338
17.0,15.7,6.8,3.776,-1.99291929901669
17.0,15.7,6.8,3.79075,-2.01322551344641
17.0,15.7,6.8,3.8055,-2.02874166698452
17.0,15.7,6.8,3.82025,-2.03937253370317
17.0,15.7,6.8,3.835,-2.04510559074099
17.0,15.7,6.8,3.84975,-2.04601067005934
17.0,15.7,6.8,3.8645,-2.0422363457235
17.0,15.7,6.8,3.87925,-2.03400338745991
17.0,15.7,6.8,3.894,-2.02159581558999
17.0,15.7,6.8,3.90875,-2.00535023297337
17.0,15.7,6.8,3.9235,-1.98564417563055
17.0,15.7,6.8,3.93825,-1.96288421619503
17.0,15.7,6.8,3.953,-1.93749448414625
17.0,15.7,6.8,3.96775,-1.90990615141837
17.0,15.7,6.8,3.9825,-1.8805482916872
17.0,15.7,6.8,3.99725,-1.84984037571207
17.0,15.7,6.8,4.012,-1.81818652928983
17.0,15.7,6.8,4.02675,-1.78597156540513
17.0,15.7,6.8,4.0415,-1.75355871347696
17.0,15.7,6.8,4.05625,-1.72128890682576
17.0,15.7,6.8,4.071,-1.68948145126794
17.0,15.7,6.8,4.08575,-1.65843587654709
17.0,15.7,6.8,4.1005,-1.62843475878774
17.0,15.7,6.8,4.11525,-1.5997472837742
17.0,15.7,6.8,4.13,-1.57263328047304
17.0,15.7,6.8,4.14475,-1.54734736724706
17.0,15.7,6.8,4.1595,-1.52414268303641
17.0,15.7,6.8,4.17425,-1.50327336735591
17.0,15.7,6.8,4.189,-1.48499442569481
17.0,15.7,6.8,4.20375,-1.46955676167402
17.0,15.7,6.8,4.2185,-1.4571938515936
17.0,15.7,6.8,4.23325,-1.44809471333206
17.0,15.7,6.8,4.248,-1.44235566429004
17.0,15.7,6.8,4.26275,-1.43990176284851
17.0,15.7,6.8,4.2775,-1.4403702260462
17.0,15.7,6.8,4.29225,-1.44295756973342
17.0,15.7,6.8,4.307,-1.44625731948076
17.0,15.7,6.8,4.32175,-1.44816086078869
17.0,15.7,6.8,4.3365,-1.4459469707842
17.0,15.7,6.8,4.35125,-1.43669260960321
17.0,15.7,6.8,4.366,-1.41801698512953
17.0,15.7,6.8,4.38075,-1.38891312365331
17.0,15.7,6.8,4.3955,-1.3502151666796
17.0,15.7,6.8,4.41025,-1.30437458842509
17.0,15.7,6.8,4.425,-1.25465923667004
17.0,15.7,6.8,4.43975,-1.20423924164909
17.0,15.7,6.8,4.4545,-1.1555762913904
17.0,15.7,6.8,4.46925,-1.11023212189794
17.0,15.7,6.8,4.484,-1.06897392148724
17.0,15.7,6.8,4.49875,-1.03199908641079
17.0,15.7,6.8,4.5135,-0.999157608714893
17.0,15.7,6.8,4.52825,-0.970121450036891
17.0,15.7,6.8,4.543,-0.944495055846738
17.0,15.7,6.8,4.55775,-0.921879278981178
17.0,15.7,6.8,4.5725,-0.901903941319569
17.0,15.7,6.8,4.58725,-0.884241400937019
17.0,15.7,6.8,4.602,-0.868609584419183
17.0,15.7,6.8,4.61675,-0.854769722777662
17.0,15.7,6.8,4.6315,-0.842521809599207
17.0,15.7,6.8,4.64625,-0.831699410513279
17.0,15.7,6.8,4.661,-0.822164636715824
17.0,15.7,6.8,4.67575,-0.813803639485035
17.0,15.7,6.8,4.6905,-0.806522740848694
17.0,15.7,6.8,4.70525,-0.800245195550478
17.0,15.7,6.8,4.72,-0.794908526157717
17.0,15.7,6.8,4.73475,-0.790462354898097
17.0,15.7,6.8,4.7495,-0.786866654946335
17.0,15.7,6.8,4.76425,-0.784090350837002
17.0,15.7,6.8,4.779,-0.782110207459759
17.0,15.7,6.8,4.79375,-0.780909957219123
17.0,15.7,6.8,4.8085,-0.780479624291354
17.0,15.7,6.8,4.82325,-0.780815013071525
17.0,15.7,6.8,4.838,-0.781917334812497
17.0,15.7,6.8,4.85275,-0.783792952213422
17.0,15.7,6.8,4.8675,-0.786453226480517
17.0,15.7,6.8,4.88225,-0.789914455330513
17.0,15.7,6.8,4.897,-0.794197893702674
17.0,15.7,6.8,4.91175,-0.799329851733534
17.0,15.7,6.8,4.9265,-0.805341866955486
17.0,15.7,6.8,4.94125,-0.812270949813197
17.0,15.7,6.8,4.956,-0.820159903541712
17.0,15.7,6.8,4.97075,-0.829057721296818
17.0,15.7,6.8,4.9855,-0.83902006524233
17.0,15.7,6.8,5.00025,-0.850109834145245
17.0,15.7,6.8,5.015,-0.862397827970333
17.0,15.7,6.8,5.02975,-0.875963520062929
17.0,15.7,6.8,5.0445,-0.890895949825978
17.0,15.7,6.8,5.05925,-0.907294751404867
17.0,15.7,6.8,5.074,-0.925271336866602
17.0,15.7,6.8,5.08875,-0.944950255786171
17.0,15.7,6.8,5.1035,-0.966470757130983
17.0,15.7,6.8,5.11825,-0.989988583981155
17.0,15.7,6.8,5.133,-1.01567803707438
17.0,15.7,6.8,5.14775,-1.04373434958055
17.0,15.7,6.8,5.1625,-1.07437642308273
17.0,15.7,6.8,5.17725,-1.10784998369336
17.0,15.7,6.8,5.192,-1.14443122783491
17.0,15.7,6.8,5.20675,-1.18443103978004
17.0,15.7,6.8,5.2215,-1.22819987795352
17.0,15.7,6.8,5.23625,-1.27613344469282
17.0,15.7,6.8,5.251,-1.32867927517327
17.0,15.7,6.8,5.26575,-1.38634440615129
17.0,15.7,6.8,5.2805,-1.44970431480462
17.0,15.7,6.8,5.29525,-1.51941335312811
17.0,15.7,6.8,5.31,-1.59621694512598
17.0,15.7,6.8,5.32475,-1.68096586368945
17.0,15.7,6.8,5.3395,-1.77463296311384
17.0,15.7,6.8,5.35425,-1.87833281364108
17.0,15.7,6.8,5.369,-1.9933447687466
17.0,15.7,6.8,5.38375,-2.12114009754471
17.0,15.7,6.8,5.3985,-2.26341393847517
17.0,15.7,6.8,5.41325,-2.42212298337878
17.0,15.7,6.8,5.428,-2.59952999371762
17.0,15.7,6.8,5.44275,-2.79825649915466
17.0,15.7,6.8,5.4575,-3.02134535766621
17.0,15.7,6.8,5.47225,-3.27233530321679
17.0,15.7,6.8,5.487,-3.55535022671881
17.0,15.7,6.8,5.50175,-3.87520680441475
17.0,15.7,6.8,5.5165,-4.23754529693842
17.0,15.7,6.8,5.53125,-4.6489899677048
17.0,15.7,6.8,5.546,-5.11734755743603
17.0,15.7,6.8,5.56075,-5.65185408546128
17.0,15.7,6.8,5.5755,-6.26348000304018
17.0,15.7,6.8,5.59025,-6.96529541981479
17.0,15.7,6.8,5.605,-7.77286319229812
17.0,15.7,6.8,5.61975,-8.70451691420176
17.0,15.7,6.8,5.6345,-9.78104230248539
17.0,15.7,6.8,5.64925,-11.023262758133
17.0,15.7,6.8,5.664,-12.4430079015948
17.0,15.7,6.8,5.67875,-14.0145821668899
17.0,15.7,6.8,5.6935,-15.5976583052749
17.0,15.7,6.8,5.70825,-16.8034036605337
17.0,15.7,6.8,5.723,-17.0575244105381
17.0,15.7,6.8,5.73775,-16.2255383942627
17.0,15.7,6.8,5.7525,-14.8129404689653
17.0,15.7,6.8,5.76725,-13.3063334456791
17.0,15.7,6.8,5.782,-11.9160643816913
17.0,15.7,6.8,5.79675,-10.6943139656486
17.0,15.7,6.8,5.8115,-9.63659701490079
17.0,15.7,6.8,5.82625,-8.72311219522205
17.0,15.7,6.8,5.841,-7.93240783959568
17.0,15.7,6.8,5.85575,-7.24528603130702
17.0,15.7,6.8,5.8705,-6.64553988166213
17.0,15.7,6.8,5.88525,-6.11974331781732
17.0,15.7,6.8,5.9,-5.65681875729558
17.0,15.7,6.8,5.91475,-5.24760839121074
17.0,15.7,6.8,5.9295,-4.88450870462668
17.0,15.7,6.8,5.94425,-4.56117442282043
17.0,15.7,6.8,5.959,-4.27228281871916
17.0,15.7,6.8,5.97375,-4.01334670575866
