B [mm],L [mm],R1 [mm],Freq [GHz],"dB(S(1,1)) []"
17.0,15.7,6.8,5.9885,-3.78056564307434
17.0,15.7,6.8,6.00325,-3.5707069000512
17.0,15.7,6.8,6.018,-3.38100962209388
17.0,15.7,6.8,6.03275,-3.20910717849314
17.0,15.7,6.8,6.0475,-3.052963857704
17.0,15.7,6.8,6.06225,-2.91082296837663
17.0,15.7,6.8,6.077,-2.7811640743251
17.0,15.7,6.8,6.09175,-2.66266759538096
17.0,15.7,6.8,6.1065,-2.5541853874449
17.0,15.7,6.8,6.12125,-2.45471620622483
17.0,15.7,6.8,6.136,-2.36338518348471
17.0,15.7,6.8,6.15075,-2.27942661898508
17.0,15.7,6.8,6.1655,-2.20216952782192
17.0,15.7,6.8,6.18025,-2.1310254902727
17.0,15.7,6.8,6.195,-2.06547843566641
17.0,15.7,6.8,6.20975,-2.0050760572862
17.0,15.7,6.8,6.2245,-1.94942260417396
17.0,15.7,6.8,6.23925,-1.89817282851842
17.0,15.7,6.8,6.254,-1.85102688287395
17.0,15.7,6.8,6.26875,-1.80772595680618
17.0,15.7,6.8,6.2835,-1.76804841331273
17.0,15.7,6.8,6.29825,-1.73180612726388
17.0,15.7,6.8,6.313,-1.69884064094822
17.0,15.7,6.8,6.32775,-1.66901864774423
17.0,15.7,6.8,6.3425,-1.64222623264901
17.0,15.7,6.8,6.35725,-1.61836132133609
17.0,15.7,6.8,6.372,-1.59732405622156
17.0,15.7,6.8,6.38675,-1.57900549456289
17.0,15.7,6.8,6.4015,-1.56327619046729
17.0,15.7,6.8,6.41625,-1.54997765925929
17.0,15.7,6.8,6.431,-1.53892069958586
17.0,15.7,6.8,6.44575,-1.52989394550721
17.0,15.7,6.8,6.4605,-1.5226830866812
17.0,15.7,6.8,6.47525,-1.51709666474744
17.0,15.7,6.8,6.49,-1.51299071457907
17.0,15.7,6.8,6.50475,-1.51028441536754
17.0,15.7,6.8,6.5195,-1.50896275359854
17.0,15.7,6.8,6.53425,-1.50906755109477
17.0,15.7,6.8,6.549,-1.51068190025595
17.0,15.7,6.8,6.56375,-1.51391364139162
17.0,15.7,6.8,6.5785,-1.51888179985285
17.0,15.7,6.8,6.59325,-1.52570755099101
17.0,15.7,6.8,6.608,-1.53450950734809
17.0,15.7,6.8,6.62275,-1.54540226936112
17.0,15.7,6.8,6.6375,-1.55849703850831
17.0,15.7,6.8,6.65225,-1.57390331079708
17.0,15.7,6.8,6.667,-1.59173098447548
17.0,15.7,6.8,6.68175,-1.61209249383346
17.0,15.7,6.8,6.6965,-1.6351047789069
17.0,15.7,6.8,6.71125,-1.66089102327636
17.0,15.7,6.8,6.726,-1.68958215876033
17.0,15.7,6.8,6.74075,-1.7213181666556
17.0,15.7,6.8,6.7555,-1.75624921545387
17.0,15.7,6.8,6.77025,-1.79453667461087
17.0,15.7,6.8,6.785,-1.83635403886186
17.0,15.7,6.8,6.79975,-1.88188779096978
17.0,15.7,6.8,6.8145,-1.93133822423314
17.0,15.7,6.8,6.82925,-1.98492024022922
17.0,15.7,6.8,6.844,-2.04286413231205
17.0,15.7,6.8,6.85875,-2.10541636128879
17.0,15.7,6.8,6.8735,-2.17284032633903
17.0,15.7,6.8,6.88825,-2.24541713148364
17.0,15.7,6.8,6.903,-2.3234463456222
17.0,15.7,6.8,6.91775,-2.40724675224541
17.0,15.7,6.8,6.9325,-2.49715708331185
17.0,15.7,6.8,6.94725,-2.59353673041484
17.0,15.7,6.8,6.962,-2.69676642522154
17.0,15.7,6.8,6.97675,-2.80724888023739
17.0,15.7,6.8,6.9915,-2.92540938022983
17.0,15.7,6.8,7.00625,-3.05169631414117
17.0,15.7,6.8,7.021,-3.18658163703099
17.0,15.7,6.8,7.03575,-3.33056125149954
17.0,15.7,6.8,7.0505,-3.48415529811609
17.0,15.7,6.8,7.06525,-3.64790834452549
17.0,15.7,6.8,7.08,-3.82238946298706
17.0,15.7,6.8,7.09475,-4.00819218585921
17.0,15.7,6.8,7.1095,-4.20593432758847
17.0,15.7,6.8,7.12425,-4.41625765946956
17.0,15.7,6.8,7.139,-4.63982741885776
17.0,15.7,6.8,7.15375,-4.87733162614335
17.0,15.7,6.8,7.1685,-5.12948016831995
17.0,15.7,6.8,7.18325,-5.3970035837149
17.0,15.7,6.8,7.198,-5.68065144254289
17.0,15.7,6.8,7.21275,-5.98119015294796
17.0,15.7,6.8,7.2275,-6.2993999168436
17.0,15.7,6.8,7.24225,-6.63607038941478
17.0,15.7,6.8,7.257,-6.9919943207481
17.0,15.7,6.8,7.27175,-7.36795801405522
17.0,15.7,6.8,7.2865,-7.76472672228138
17.0,15.7,6.8,7.30125,-8.18302196972609
17.0,15.7,6.8,7.316,-8.62348599888775
17.0,15.7,6.8,7.33075,-9.08662578113737
17.0,15.7,6.8,7.3455,-9.57272486971315
17.0,15.7,6.8,7.36025,-10.0817053415126
17.0,15.7,6.8,7.375,-10.6129138351831
17.0,15.7,6.8,7.38975,-11.164795559071
17.0,15.7,6.8,7.4045,-11.734410254745
17.0,15.7,6.8,7.41925,-12.3167408741689
17.0,15.7,6.8,7.434,-12.9037641954961
17.0,15.7,6.8,7.44875,-13.4833221062798
17.0,15.7,6.8,7.4635,-14.0379974915626
17.0,15.7,6.8,7.47825,-14.5444956781522
17.0,15.7,6.8,7.493,-14.9744021619944
17.0,15.7,6.8,7.50775,-15.2973218882076
17.0,15.7,6.8,7.5225,-15.4867226701725
17.0,15.7,6.8,7.53725,-15.5270134976432
17.0,15.7,6.8,7.552,-15.4185562309504
17.0,15.7,6.8,7.56675,-15.1776279278592
17.0,15.7,6.8,7.5815,-14.8313499828376
17.0,15.7,6.8,7.59625,-14.4105828755309
17.0,15.7,6.8,7.611,-13.9440774480845
17.0,15.7,6.8,7.62575,-13.4553344559561
17.0,15.7,6.8,7.6405,-12.9618429200756
17.0,15.7,6.8,7.65525,-12.4756956375577
17.0,15.7,6.8,7.67,-12.0047173008527
17.0,15.7,6.8,7.68475,-11.5536075448653
17.0,15.7,6.8,7.6995,-11.1248942951156
17.0,15.7,6.8,7.71425,-10.7196553675912
17.0,15.7,6.8,7.729,-10.3380349332431
17.0,15.7,6.8,7.74375,-9.97960041110083
17.0,15.7,6.8,7.7585,-9.64358326172305
17.0,15.7,6.8,7.77325,-9.32903850646748
17.0,15.7,6.8,7.788,-9.03494869398856
17.0,15.7,6.8,7.80275,-8.76029049689162
17.0,15.7,6.8,7.8175,-8.50407647238365
17.0,15.7,6.8,7.83225,-8.26538049849615
17.0,15.7,6.8,7.847,-8.04335261397439
17.0,15.7,6.8,7.86175,-7.83722709512296
17.0,15.7,6.8,7.8765,-7.64632632521631
17.0,15.7,6.8,7.89125,-7.47006215513137
17.0,15.7,6.8,7.906,-7.30793588062942
17.0,15.7,6.8,7.92075,-7.15953757855162
17.0,15.7,6.8,7.9355,-7.02454528768438
17.0,15.7,6.8,7.95025,-6.90272434740329
17.0,15.7,6.8,7.965,-6.79392708943632
17.0,15.7,6.8,7.97975,-6.69809299534416
17.0,15.7,6.8,7.9945,-6.61524937065832
17.0,15.7,6.8,8.00925,-6.54551253581831
17.0,15.7,6.8,8.024,-6.48908948602184
17.0,15.7,6.8,8.03875,-6.44627991975302
17.0,15.7,6.8,8.0535,-6.41747847203931
17.0,15.7,6.8,8.06825,-6.40317690556322
17.0,15.7,6.8,8.083,-6.40396590109573
17.0,15.7,6.8,8.09775,-6.42053593610592
17.0,15.7,6.8,8.1125,-6.45367653067948
17.0,15.7,6.8,8.12725,-6.504272851337
17.0,15.7,6.8,8.142,-6.57329826674449
17.0,15.7,6.8,8.15675,-6.66180090542422
17.0,15.7,6.8,8.1715,-6.77088152266419
17.0,15.7,6.8,8.18625,-6.90165897582772
17.0,15.7,6.8,8.201,-7.05521825519028
17.0,15.7,6.8,8.21575,-7.23253423937293
17.0,15.7,6.8,8.2305,-7.43436208613005
17.0,15.7,6.8,8.24525,-7.6610824791064
17.0,15.7,6.8,8.26,-7.91248714489647
17.0,15.7,6.8,8.27475,-8.18748804533769
17.0,15.7,6.8,8.2895,-8.4837345477691
17.0,15.7,6.8,8.30425,-8.79713093150418
17.0,15.7,6.8,8.319,-9.12126928811832
17.0,15.7,6.8,8.33375,-9.44684111843378
17.0,15.7,6.8,8.3485,-9.76117524488559
17.0,15.7,6.8,8.36325,-10.0481666855184
17.0,15.7,6.8,8.378,-10.2889659847054
17.0,15.7,6.8,8.39275,-10.463776527999
17.0,15.7,6.8,8.4075,-10.5548023727107
17.0,15.7,6.8,8.42225,-10.5497640251907
17.0,15.7,6.8,8.437,-10.4447627130798
17.0,15.7,6.8,8.45175,-10.2452177168247
17.0,15.7,6.8,8.4665,-9.96441794607114
17.0,15.7,6.8,8.48125,-9.6203989764589
17.0,15.7,6.8,8.496,-9.23248550420728
17.0,15.7,6.8,8.51075,-8.81859838516552
17.0,15.7,6.8,8.5255,-8.39374321116813
17.0,15.7,6.8,8.54025,-7.96953533128069
17.0,15.7,6.8,8.555,-7.55438939142324
17.0,15.7,6.8,8.56975,-7.15402333454751
17.0,15.7,6.8,8.5845,-6.77204211027355
17.0,15.7,6.8,8.59925,-6.410477676546
17.0,15.7,6.8,8.614,-6.07023711527295
17.0,15.7,6.8,8.62875,-5.751451709587
17.0,15.7,6.8,8.6435,-5.45373803689361
17.0,15.7,6.8,8.65825,-5.17638777650558
17.0,15.7,6.8,8.673,-4.91850268651934
17.0,15.7,6.8,8.68775,-4.67908873405625
17.0,15.7,6.8,8.7025,-4.45712042819081
17.0,15.7,6.8,8.71725,-4.25158373442604
17.0,15.7,6.8,8.732,-4.0615037685972
17.0,15.7,6.8,8.74675,-3.8859617832034
17.0,15.7,6.8,8.7615,-3.72410469804348
17.0,15.7,6.8,8.77625,-3.57514950071605
17.0,15.7,6.8,8.791,-3.43838416994688
17.0,15.7,6.8,8.80575,-3.3131662898504
17.0,15.7,6.8,8.8205,-3.19892017537946
17.0,15.7,6.8,8.83525,-3.09513308054081
17.0,15.7,6.8,8.85,-3.00135088375865
17.0,15.7,7.1,2.95,-0.337869293509512
17.0,15.7,7.1,2.96475,-0.345089805979717
17.0,15.7,7.1,2.9795,-0.352807696638962
17.0,15.7,7.1,2.99425,-0.361042110832535
17.0,15.7,7.1,3.009,-0.369813399500585
17.0,15.7,7.1,3.02375,-0.37914317741915
17.0,15.7,7.1,3.0385,-0.389054381823427
17.0,15.7,7.1,3.05325,-0.399571330744388
17.0,15.7,7.1,3.068,-0.410719780216634
17.0,15.7,7.1,3.08275,-0.422526979308588
17.0,15.7,7.1,3.0975,-0.43502172168006
17.0,15.7,7.1,3.11225,-0.448234392080783
17.0,15.7,7.1,3.127,-0.462197005859613
17.0,15.7,7.1,3.14175,-0.47694323915016
17.0,15.7,7.1,3.1565,-0.492508446926225
17.0,15.7,7.1,3.17125,-0.508929665570971
17.0,15.7,7.1,3.186,-0.526245595967959
17.0,15.7,7.1,3.20075,-0.544496562391398
17.0,15.7,7.1,3.2155,-0.563724441638574
17.0,15.7,7.1,3.23025,-0.583972555903178
17.0,15.7,7.1,3.245,-0.60528552182946
17.0,15.7,7.1,3.25975,-0.627709047014398
17.0,15.7,7.1,3.2745,-0.651289663944167
17.0,15.7,7.1,3.28925,-0.676074389977681
17.0,15.7,7.1,3.304,-0.702110300551134
17.0,15.7,7.1,3.31875,-0.729444001317645
17.0,15.7,7.1,3.3335,-0.75812098352142
17.0,15.7,7.1,3.34825,-0.788184845630755
17.0,15.7,7.1,3.363,-0.819676363248783
17.0,15.7,7.1,3.37775,-0.852632388758408
17.0,15.7,7.1,3.3925,-0.88708456226382
17.0,15.7,7.1,3.40725,-0.923057816449719
17.0,15.7,7.1,3.422,-0.960568660340383
17.0,15.7,7.1,3.43675,-0.999623231019321
17.0,15.7,7.1,3.4515,-1.04021510864341
17.0,15.7,7.1,3.46625,-1.08232289907308
17.0,15.7,7.1,3.481,-1.12590760067528
17.0,15.7,7.1,3.49575,-1.17090978782944
17.0,15.7,7.1,3.5105,-1.21724666374768
17.0,15.7,7.1,3.52525,-1.26480905954443
17.0,15.7,7.1,3.54,-1.31345848481314
17.0,15.7,7.1,3.55475,-1.36302436649302
17.0,15.7,7.1,3.5695,-1.4133016459957
17.0,15.7,7.1,3.58425,-1.46404893694799
17.0,15.7,7.1,3.599,-1.51498747398098
17.0,15.7,7.1,3.61375,-1.5658011021829
17.0,15.7,7.1,3.6285,-1.61613756166869
17.0,15.7,7.1,3.64325,-1.66561130628286
17.0,15.7,7.1,3.658,-1.71380805411634
17.0,15.7,7.1,3.67275,-1.76029119602206
17.0,15.7,7.1,3.6875,-1.80461008508128
17.0,15.7,7.1,3.70225,-1.84631009747807
17.0,15.7,7.1,3.717,-1.88494420111109
17.0,15.7,7.1,3.73175,-1.92008560573667
17.0,15.7,7.1,3.7465,-1.95134091570437
17.0,15.7,7.1,3.76125,-1.97836308468218
17.0,15.7,7.1,3.776,-2.00086340231295
17.0,15.7,7.1,3.79075,-2.01862174249599
17.0,15.7,7.1,3.8055,-2.03149438080434
17.0,15.7,7.1,3.82025,-2.03941884220607
17.0,15.7,7.1,3.835,-2.04241545553672
17.0,15.7,7.1,3.84975,-2.04058554349348
17.0,15.7,7.1,3.8645,-2.03410643537742
17.0,15.7,7.1,3.87925,-2.02322372268209
17.0,15.7,7.1,3.894,-2.00824135807666
17.0,15.7,7.1,3.90875,-1.98951030884639
17.0,15.7,7.1,3.9235,-1.96741651046605
17.0,15.7,7.1,3.93825,-1.94236882996405
17.0,15.7,7.1,3.953,-1.91478765614766
17.0,15.7,7.1,3.96775,-1.88509460376275
17.0,15.7,7.1,3.9825,-1.85370367159053
17.0,15.7,7.1,3.99725,-1.82101404856998
17.0,15.7,7.1,4.012,-1.78740463126321
17.0,15.7,7.1,4.02675,-1.7532302091929
17.0,15.7,7.1,4.0415,-1.71881919563685
17.0,15.7,7.1,4.05625,-1.68447273010059
17.0,15.7,7.1,4.071,-1.65046495168253
17.0,15.7,7.1,4.08575,-1.61704423487458
17.0,15.7,7.1,4.1005,-1.58443518510686
17.0,15.7,7.1,4.11525,-1.55284120436349
17.0,15.7,7.1,4.13,-1.52244745117801
17.0,15.7,7.1,4.14475,-1.49342402767289
17.0,15.7,7.1,4.1595,-1.46592922152974
17.0,15.7,7.1,4.17425,-1.4401126034167
17.0,15.7,7.1,4.189,-1.4161177176056
17.0,15.7,7.1,4.20375,-1.39408398721868
17.0,15.7,7.1,4.2185,-1.37414726067951
17.0,15.7,7.1,4.23325,-1.35643811985569
17.0,15.7,7.1,4.248,-1.34107661662467
17.0,15.7,7.1,4.26275,-1.32816147817864
17.0,15.7,7.1,4.2775,-1.31775105004155
17.0,15.7,7.1,4.29225,-1.30983250261627
17.0,15.7,7.1,4.307,-1.30427560801802
17.0,15.7,7.1,4.32175,-1.30076879074721
17.0,15.7,7.1,4.3365,-1.29874010854498
17.0,15.7,7.1,4.35125,-1.29727687170498
17.0,15.7,7.1,4.366,-1.29507606046686
17.0,15.7,7.1,4.38075,-1.29047885650222
17.0,15.7,7.1,4.3955,-1.28164939834173
17.0,15.7,7.1,4.41025,-1.26692208869118
17.0,15.7,7.1,4.425,-1.24524865067386
17.0,15.7,7.1,4.43975,-1.21656753421875
17.0,15.7,7.1,4.4545,-1.181895359694
17.0,15.7,7.1,4.46925,-1.14306731605031
17.0,15.7,7.1,4.484,-1.10225151402738
17.0,15.7,7.1,4.49875,-1.06146672646296
17.0,15.7,7.1,4.5135,-1.02227573185089
17.0,15.7,7.1,4.52825,-0.985691613165017
17.0,15.7,7.1,4.543,-0.95223597102768
17.0,15.7,7.1,4.55775,-0.922064071600001
17.0,15.7,7.1,4.5725,-0.895094823852423
17.0,15.7,7.1,4.58725,-0.871115808061337
17.0,15.7,7.1,4.602,-0.849856514190571
17.0,15.7,7.1,4.61675,-0.831034047862574
17.0,15.7,7.1,4.6315,-0.814378765717893
17.0,15.7,7.1,4.64625,-0.799646765723599
17.0,15.7,7.1,4.661,-0.786624449683969
17.0,15.7,7.1,4.67575,-0.775128671725924
17.0,15.7,7.1,4.6905,-0.765004668389596
17.0,15.7,7.1,4.70525,-0.756123061790167
17.0,15.7,7.1,4.72,-0.748376650916929
17.0,15.7,7.1,4.73475,-0.741677357534403
17.0,15.7,7.1,4.7495,-0.735953491618126
17.0,15.7,7.1,4.76425,-0.73114739013411
17.0,15.7,7.1,4.779,-0.727213425372967
17.0,15.7,7.1,4.79375,-0.724116352074508
17.0,15.7,7.1,4.8085,-0.721829952480192
17.0,15.7,7.1,4.82325,-0.72033593720122
17.0,15.7,7.1,4.838,-0.719623062828845
17.0,15.7,7.1,4.85275,-0.719686432026619
17.0,15.7,7.1,4.8675,-0.720526947105883
17.0,15.7,7.1,4.88225,-0.72215089314222
17.0,15.7,7.1,4.897,-0.724569631260369
17.0,15.7,7.1,4.91175,-0.72779938671538
17.0,15.7,7.1,4.9265,-0.731861119846463
17.0,15.7,7.1,4.94125,-0.736780470941618
17.0,15.7,7.1,4.956,-0.742587772606788
17.0,15.7,7.1,4.97075,-0.749318125467931
17.0,15.7,7.1,4.9855,-0.757011535027723
17.0,15.7,7.1,5.00025,-0.765713109324288
17.0,15.7,7.1,5.015,-0.775473318764337
17.0,15.7,7.1,5.02975,-0.786348321188419
17.0,15.7,7.1,5.0445,-0.798400356928358
17.0,15.7,7.1,5.05925,-0.811698220390938
17.0,15.7,7.1,5.074,-0.826317816600861
17.0,15.7,7.1,5.08875,-0.842342813214896
17.0,15.7,7.1,5.1035,-0.859865400835361
17.0,15.7,7.1,5.11825,-0.878987177067395
17.0,15.7,7.1,5.133,-0.899820172750389
17.0,15.7,7.1,5.14775,-0.922488042227861
17.0,15.7,7.1,5.1625,-0.947127443492535
17.0,15.7,7.1,5.17725,-0.973889638658735
17.0,15.7,7.1,5.192,-1.00294235059419
17.0,15.7,7.1,5.20675,-1.03447191783076
17.0,15.7,7.1,5.2215,-1.06868579723467
17.0,15.7,7.1,5.23625,-1.10581547254636
17.0,15.7,7.1,5.251,-1.14611983702539
17.0,15.7,7.1,5.26575,-1.18988913031711
17.0,15.7,7.1,5.2805,-1.23744952359754
17.0,15.7,7.1,5.29525,-1.28916846338858
17.0,15.7,7.1,5.31,-1.34546090354615
17.0,15.7,7.1,5.32475,-1.40679657721796
17.0,15.7,7.1,5.3395,-1.47370848647535
17.0,15.7,7.1,5.35425,-1.54680281727064
17.0,15.7,7.1,5.369,-1.62677052174504
17.0,15.7,7.1,5.38375,-1.71440084899969
17.0,15.7,7.1,5.3985,-1.81059714935022
17.0,15.7,7.1,5.41325,-1.91639532560457
17.0,15.7,7.1,5.428,-2.03298535733698
17.0,15.7,7.1,5.44275,-2.1617363790224
17.0,15.7,7.1,5.4575,-2.30422584765475
17.0,15.7,7.1,5.47225,-2.46227338579817
17.0,15.7,7.1,5.487,-2.63797992496764
17.0,15.7,7.1,5.50175,-2.83377279059807
17.0,15.7,7.1,5.5165,-3.05245734509068
17.0,15.7,7.1,5.53125,-3.29727570739857
17.0,15.7,7.1,5.546,-3.57197283747882
17.0,15.7,7.1,5.56075,-3.88086979767438
17.0,15.7,7.1,5.5755,-4.22894304938856
17.0,15.7,7.1,5.59025,-4.62190672723525
17.0,15.7,7.1,5.605,-5.06629091475613
17.0,15.7,7.1,5.61975,-5.56950076653797
17.0,15.7,7.1,5.6345,-6.13982392297053
17.0,15.7,7.1,5.64925,-6.78631609421984
17.0,15.7,7.1,5.664,-7.51841272788962
17.0,15.7,7.1,5.67875,-8.34493537467026
17.0,15.7,7.1,5.6935,-9.2717742256327
17.0,15.7,7.1,5.70825,-10.2967347654826
17.0,15.7,7.1,5.723,-11.398657689344
17.0,15.7,7.1,5.73775,-12.5167870538186
17.0,15.7,7.1,5.7525,-13.5214269385554
17.0,15.7,7.1,5.76725,-14.2046937418044
17.0,15.7,7.1,5.782,-14.3618222666171
17.0,15.7,7.1,5.79675,-13.9540534359548
17.0,15.7,7.1,5.8115,-13.1458753348989
17.0,15.7,7.1,5.82625,-12.1571021366356
17.0,15.7,7.1,5.841,-11.1430738320834
17.0,15.7,7.1,5.85575,-10.1824208471141
17.0,15.7,7.1,5.8705,-9.30532963083453
17.0,15.7,7.1,5.88525,-8.51786394476929
17.0,15.7,7.1,5.9,-7.81560249249171
17.0,15.7,7.1,5.91475,-7.19025416955115
17.0,15.7,7.1,5.9295,-6.63079212435661
17.0,15.7,7.1,5.94425,-6.13011608470665
17.0,15.7,7.1,5.959,-5.68184292909775
17.0,15.7,7.1,5.97375,-5.28026011201302
17.0,15.7,7.1,5.9885,-4.92026548783382
17.0,15.7,7.1,6.00325,-4.59730692510606
17.0,15.7,7.1,6.018,-4.30732629930442
17.0,15.7,7.1,6.03275,-4.04670887801033
17.0,15.7,7.1,6.0475,-3.8122378265665
17.0,15.7,7.1,6.06225,-3.60105322814737
17.0,15.7,7.1,6.077,-3.41061503197613
17.0,15.7,7.1,6.09175,-3.23866946130673
17.0,15.7,7.1,6.1065,-3.08321852966627
17.0,15.7,7.1,6.12125,-2.94249239989002
17.0,15.7,7.1,6.136,-2.8149243740363
17.0,15.7,7.1,6.15075,-2.69912833107732
17.0,15.7,7.1,6.1655,-2.59387844238308
17.0,15.7,7.1,6.18025,-2.49809099988164
17.0,15.7,7.1,6.195,-2.41080819351102
17.0,15.7,7.1,6.20975,-2.33118367624964
17.0,15.7,7.1,6.2245,-2.25846975816163
17.0,15.7,7.1,6.23925,-2.19200607604681
17.0,15.7,7.1,6.254,-2.13120959237582
17.0,15.7,7.1,6.26875,-2.07556578584492
17.0,15.7,7.1,6.2835,-2.024620905623
17.0,15.7,7.1,6.29825,-1.97797517170526
17.0,15.7,7.1,6.313,-1.93527681431486
17.0,15.7,7.1,6.32775,-1.89621685566965
17.0,15.7,7.1,6.3425,-1.86052454740647
17.0,15.7,7.1,6.35725,-1.82796338635987
17.0,15.7,7.1,6.372,-1.79832764011918
17.0,15.7,7.1,6.38675,-1.77143932178528
17.0,15.7,7.1,6.4015,-1.74714556060099
17.0,15.7,7.1,6.41625,-1.7253163216505
17.0,15.7,7.1,6.431,-1.70584243364633
17.0,15.7,7.1,6.44575,-1.68863388898971
17.0,15.7,7.1,6.4605,-1.67361838485406
17.0,15.7,7.1,6.47525,-1.66074007805169
17.0,15.7,7.1,6.49,-1.64995852995542
17.0,15.7,7.1,6.50475,-1.64124782080712
17.0,15.7,7.1,6.5195,-1.63459581540334
17.0,15.7,7.1,6.53425,-1.63000356444393
17.0,15.7,7.1,6.549,-1.62748482780352
17.0,15.7,7.1,6.56375,-1.62706570767
17.0,15.7,7.1,6.5785,-1.62878438091969
17.0,15.7,7.1,6.59325,-1.63269092129
17.0,15.7,7.1,6.608,-1.63884720289103
17.0,15.7,7.1,6.62275,-1.6473268773849
17.0,15.7,7.1,6.6375,-1.65821541777357
17.0,15.7,7.1,6.65225,-1.6716102221863
17.0,15.7,7.1,6.667,-1.6876207713587
17.0,15.7,7.1,6.68175,-1.70636883366077
17.0,15.7,7.1,6.6965,-1.72798871157008
17.0,15.7,7.1,6.71125,-1.75262752341439
17.0,15.7,7.1,6.726,-1.78044551403669
17.0,15.7,7.1,6.74075,-1.81161638778395
17.0,15.7,7.1,6.7555,-1.84632765690817
17.0,15.7,7.1,6.77025,-1.88478099812124
17.0,15.7,7.1,6.785,-1.92719260969505
17.0,15.7,7.1,6.79975,-1.97379356118616
17.0,15.7,7.1,6.8145,-2.02483012763899
17.0,15.7,7.1,6.82925,-2.08056410004297
17.0,15.7,7.1,6.844,-2.14127306396078
17.0,15.7,7.1,6.85875,-2.20725063869078
17.0,15.7,7.1,6.8735,-2.27880667017768
17.0,15.7,7.1,6.88825,-2.35626737225504
17.0,15.7,7.1,6.903,-2.43997541281931
17.0,15.7,7.1,6.91775,-2.53028994433891
17.0,15.7,7.1,6.9325,-2.62758658184699
17.0,15.7,7.1,6.94725,-2.73225733641367
17.0,15.7,7.1,6.962,-2.84471051821363
17.0,15.7,7.1,6.97675,-2.9653706308681
17.0,15.7,7.1,6.9915,-3.09467828792152
17.0,15.7,7.1,7.00625,-3.23309019328618
17.0,15.7,7.1,7.021,-3.38107924042493
17.0,15.7,7.1,7.03575,-3.53913480012356
17.0,15.7,7.1,7.0505,-3.70776328411838
17.0,15.7,7.1,7.06525,-3.88748909181019
17.0,15.7,7.1,7.08,-4.07885607007159
17.0,15.7,7.1,7.09475,-4.2824296420742
17.0,15.7,7.1,7.1095,-4.49879979055476
17.0,15.7,7.1,7.12425,-4.72858511456598
17.0,15.7,7.1,7.139,-4.97243821724138
17.0,15.7,7.1,7.15375,-5.23105272633973
17.0,15.7,7.1,7.1685,-5.50517230039415
17.0,15.7,7.1,7.18325,-5.79560203236165
17.0,15.7,7.1,7.198,-6.10322273093251
17.0,15.7,7.1,7.21275,-6.42900863802056
17.0,15.7,7.1,7.2275,-6.7740492295356
17.0,15.7,7.1,7.24225,-7.13957584370839
17.0,15.7,7.1,7.257,-7.52699398181083
17.0,15.7,7.1,7.27175,-7.93792221789788
17.0,15.7,7.1,7.2865,-8.37423871132227
17.0,15.7,7.1,7.30125,-8.83813628554295
17.0,15.7,7.1,7.316,-9.33218681333019
17.0,15.7,7.1,7.33075,-9.85941501940828
17.0,15.7,7.1,7.3455,-10.4233803475146
17.0,15.7,7.1,7.36025,-11.0282623628188
17.0,15.7,7.1,7.375,-11.6789384588967
17.0,15.7,7.1,7.38975,-12.3810286112389
17.0,15.7,7.1,7.4045,-13.1408525160122
17.0,15.7,7.1,7.41925,-13.9651825132351
17.0,15.7,7.1,7.434,-14.8605448903076
17.0,15.7,7.1,7.44875,-15.8315484706496
17.0,15.7,7.1,7.4635,-16.8771695527374
17.0,15.7,7.1,7.47825,-17.9829498091207
17.0,15.7,7.1,7.493,-19.1059997558311
17.0,15.7,7.1,7.50775,-20.1515531655964
17.0,15.7,7.1,7.5225,-20.9548150144321
17.0,15.7,7.1,7.53725,-21.3164991450478
17.0,15.7,7.1,7.552,-21.1276859037481
17.0,15.7,7.1,7.56675,-20.4678019395569
17.0,15.7,7.1,7.5815,-19.5320347726763
17.0,15.7,7.1,7.59625,-18.4974103051395
17.0,15.7,7.1,7.611,-17.4712764565723
17.0,15.7,7.1,7.62575,-16.5044401483952
17.0,15.7,7.1,7.6405,-15.6154537928799
17.0,15.7,7.1,7.65525,-14.8071946634459
17.0,15.7,7.1,7.67,-14.0757122712805
17.0,15.7,7.1,7.68475,-13.414505111946
17.0,15.7,7.1,7.6995,-12.8164802591438
17.0,15.7,7.1,7.71425,-12.2748040101162
17.0,15.7,7.1,7.729,-11.7832351948649
17.0,15.7,7.1,7.74375,-11.3362219723376
17.0,15.7,7.1,7.7585,-10.9288941113976
17.0,15.7,7.1,7.77325,-10.5570125106275
17.0,15.7,7.1,7.788,-10.2169045840682
17.0,15.7,7.1,7.80275,-9.90539847436671
17.0,15.7,7.1,7.8175,-9.61976164062697
17.0,15.7,7.1,7.83225,-9.35764587889107
17.0,15.7,7.1,7.847,-9.11703922058686
17.0,15.7,7.1,7.86175,-8.89622444087245
17.0,15.7,7.1,7.8765,-8.6937436246764
17.0,15.7,7.1,7.89125,-8.50836815640948
17.0,15.7,7.1,7.906,-8.33907350997558
17.0,15.7,7.1,7.92075,-8.18501826575871
17.0,15.7,7.1,7.9355,-8.0455268451897
17.0,15.7,7.1,7.95025,-7.92007551915822
17.0,15.7,7.1,7.965,-7.80828130822631
17.0,15.7,7.1,7.97975,-7.70989344764879
17.0,15.7,7.1,7.9945,-7.62478713728411
17.0,15.7,7.1,8.00925,-7.55295933471886
17.0,15.7,7.1,8.024,-7.49452637843647
17.0,15.7,7.1,8.03875,-7.4497232453755
17.0,15.7,7.1,8.0535,-7.41890425182827
